gene_id,GENENAME,COMMON,DESCRIPTION,SGD,UNIPROT,GO,ONTOLOGY,PATH,PFAM,INTERPRO
YAL036C,RBG1,RBG1,"Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid; localizes to cytosol and peroxisomes",S000000034,A0A0L8VVQ3,GO:0000166;GO:0002181;GO:0003924;GO:0005525;GO:0005737;GO:0005777;GO:0010494;GO:1903833,BP;CC;MF,,PF01926;PF02824;PF16897,IPR004095;IPR005225;IPR006073;IPR006074;IPR012676;IPR027417;IPR031167;IPR031662
YAL037C-B,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",S000028592,NA,,,,,
YAL037W,NA,NA,"Protein of unknown function; YAL037W has a paralog, YOR342C, that arose from the whole genome duplication",S000000035,A0A0L8VVX5,GO:0003674;GO:0005575;GO:0008150,BP;CC;MF,,,
YAL038W,CDC19,CDC19,"Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog, PYK2, that arose from the whole genome duplication",S000000036,A7A0C8,GO:0000166;GO:0000287;GO:0003824;GO:0004743;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0006096;GO:0016301;GO:0016740;GO:0019658;GO:0030955;GO:0046872;GO:0061620,BP;CC;MF,00010;00230;00620;01100;01110,PF00224;PF02887,IPR001697;IPR011037;IPR015793;IPR015794;IPR015795;IPR015806;IPR015813;IPR018209
YAL039C,CYC3,CYC3,"Cytochrome c heme lyase (holocytochrome c synthase); attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in mitochondrial intermembrane space; human homolog HCCS implicated in microphthalmia with linear skin defects (MLS), and can complement yeast null mutant",S000000037,A0A0L8VWA1,GO:0004408;GO:0005739;GO:0005743;GO:0005758;GO:0016829;GO:0018063;GO:0046872,BP;CC;MF,00860,PF01265,IPR000511
YAL040C,CLN3,CLN3,"G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote G1 to S phase transition; plays a role in regulating transcription of other G1 cyclins, CLN1 and CLN2; regulated by phosphorylation and proteolysis; acetyl-CoA induces CLN3 transcription in response to nutrient repletion to promote cell-cycle entry; cell cycle arrest phenotype of the cln1 cln2 cln3 triple null mutant is complemented by any of human cyclins CCNA2, CCNB1, CCNC, CCND1, or CCNE1",S000000038,B3LUX6,GO:0000082;GO:0000307;GO:0001932;GO:0005634;GO:0005737;GO:0006357;GO:0007033;GO:0007089;GO:0016538;GO:0042144;GO:0044772;GO:0051301,BP;CC;MF,04111;04113,PF00134,IPR006671;IPR013763
YAL041W,CDC24,CDC24,"Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42",S000000039,A0A0L8VVQ8,GO:0000131;GO:0000282;GO:0000749;GO:0000750;GO:0000935;GO:0005085;GO:0005634;GO:0005737;GO:0005934;GO:0005935;GO:0007010;GO:0007096;GO:0030010;GO:0031106;GO:0035556;GO:0043332;GO:0043577;GO:0072697;GO:0120171,BP;CC;MF,04011,PF00621;PF06395;PF15411,IPR000219;IPR000270;IPR001331;IPR001715;IPR001849;IPR010481;IPR011993;IPR033511
YAL042C-A,NA,YAL043C-A,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF ERV46/YAL042W; YAL042C-A is a non-essential gene",S000002138,NA,,,,,
YAL042W,ERV46,ERV46,Protein localized to COPII-coated vesicles; forms a complex with Erv41p; involved in the membrane fusion stage of transport,S000000040,A7A0C4,GO:0000139;GO:0003674;GO:0005783;GO:0005789;GO:0006888;GO:0006890;GO:0015031;GO:0016192;GO:0030134,BP;CC;MF,,PF07970;PF13850,IPR012936
YAL043C,PTA1,PTA1,"Subunit of holo-CPF; holo-CPF is a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII",S000000041,A7A0C3,GO:0003723;GO:0005634;GO:0005847;GO:0006397;GO:0008033;GO:0030846,BP;CC;MF,,PF11935,IPR021850;IPR032460
YAL044C,GCV3,GCV3,"H subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; also required for all protein lipoylation; expression is regulated by levels of 5,10-methylene-THF",S000000042,A0A0L8VWA7,GO:0005739;GO:0005960;GO:0006546;GO:0006730;GO:0009249;GO:0019464;GO:0031405;GO:0044281,BP;CC;MF,,PF01597,IPR000089;IPR002930;IPR003016;IPR011053;IPR017453;IPR033753
YAL044W-A,BOL1,BOL1,"Mitochondrial matrix protein involved in Fe-S cluster biogenesis; facilitates [4Fe-2S] cluster inception into mitochondrial proteins such as lipoate synthase and succinate dehydrogenase; interacts and may function with Grx5p at an early step in Fe-S cluster biosynthesis; forms dimeric complexes with Grx5p and Nfu1p that alter the stability of shared Fe/S clusters; sequence similarity to human BOLA family member, BOLA1 and S. pombe uvi31, a putative DNA repair protein",S000007586,A7A0C1,GO:0003674;GO:0005759;GO:0044572;GO:0051604,BP;CC;MF,,PF01722,IPR002634
YAL045C,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps YAL044W-A",S000000043,NA,,,,,
YAL046C,BOL3,BOL3,"Protein involved in Fe-S cluster transfer to mitochondrial clients; protects [4Fe-4S] clusters from damage due to oxidative stress by acting along with Nfu1p at a late step in the transfer of [4Fe-4S] clusters from the ISA complex to mitochondrial client proteins like lipoate synthase and succinate dehydrogenase; sequence similarity to human BOLA family member, BOLA3, mutations of which are associated with Multiple Mitochondria Dysfunctions Syndrome (MMDS2)",S000000044,A0A0L8VVR4,GO:0003674;GO:0005759;GO:0051604,BP;CC;MF,,PF01722,IPR002634
YAL047C,SPC72,SPC72,"Gamma-tubulin small complex (gamma-TuSC) receptor; recruits the gamma-TuSC complex to the cytoplasmic side of the SPB, connecting nuclear microtubules to the SPB; involved in astral microtubule formation, stabilization, and with Stu2p, anchoring astral MTs at the cytoplasmic face of the SPB, and regulating plus-end MT dynamics; regulated by Cdc5 kinase",S000000045,D6VPG9,GO:0000741;GO:0005816;GO:0005824;GO:0005876;GO:0007020;GO:0030953;GO:0031122;GO:0031578;GO:0044877;GO:0051010;GO:0051301;GO:0061499;GO:0099609;GO:0110121;GO:1905721;GO:1990734,BP;CC;MF,,PF12808,IPR024545
YAL047W-A,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF GEM1/YAL048C",S000028733,NA,,,,,
YAL048C,GEM1,GEM1,"Outer mitochondrial membrane GTPase, subunit of the ERMES complex; potential regulatory subunit of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; ortholog of metazoan Miro GTPases",S000000046,A7A0B8,GO:0000001;GO:0000166;GO:0003924;GO:0005509;GO:0005525;GO:0005739;GO:0005741;GO:0007005;GO:0007264;GO:0010821;GO:0015886;GO:0016787;GO:0032865;GO:0044233;GO:0046872;GO:0055091;GO:1990456,BP;CC;MF,,PF00071;PF08355;PF08356,IPR001806;IPR002048;IPR011992;IPR013566;IPR013567;IPR020860;IPR021181;IPR027417
YAL049C,AIM2,AIM2,Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor,S000000047,A7A0B7,GO:0003674;GO:0005737;GO:0008150;GO:0016787,BP;CC;MF,,PF01738,IPR002925;IPR029058
YAL051W,OAF1,OAF1,"Oleate-activated transcription factor; subunit of a heterodimeric complex with Pip2p, which binds to oleate-response elements (ORE) in the promoter of genes involved in beta-oxidation of fatty acids, peroxisome organization and biogenesis, activating transcription in the presence of oleate; regulates chromatin silencing at telomeres; involved in diauxic shift; OAF1 has a paralog, PIP2, that arose from the whole genome duplication",S000000048,B3LUY6,GO:0000978;GO:0000981;GO:0001228;GO:0003677;GO:0005634;GO:0006355;GO:0008270;GO:0030435;GO:0032000;GO:0043565;GO:0045944;GO:0046872;GO:0071400;GO:0089716,BP;CC;MF,,PF00172,IPR001138
YAL053W,FLC2,FLC2,"Putative calcium channel involved in calcium release under hypotonic stress; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; targeted to vacuole via AP-3 pathway; FLC2 has a paralog, YOR365C, that arose from the whole genome duplication",S000000049,A7A0B5,GO:0005737;GO:0005783;GO:0005789;GO:0006457;GO:0009272;GO:0015230;GO:0015883;GO:0016020;GO:0030148;GO:0035350;GO:0055074;GO:0055085;GO:0071476,BP;CC;MF,,PF06011;PF14558,IPR010308;IPR032800
YAL054C,ACS1,ACS1,"Acetyl-coA synthetase isoform; along with Acs2p, acetyl-CoA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions; metabolites mediate the formation of filament assemblies in meiotic cells, storing Acs1p in an inactive state and promoting efficient return to growth after starvation",S000000050,A7A0B4,GO:0000166;GO:0003987;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0005829;GO:0006068;GO:0006085;GO:0016208;GO:0016874;GO:0016880;GO:0019427;GO:0019654,BP;CC;MF,00010;00620;00640;00680;01100;01110,PF00501;PF13193;PF16177,IPR000873;IPR011904;IPR020845;IPR025110;IPR032387
YAL055W,PEX22,PEX22,Putative peroxisomal membrane protein; required for import of peroxisomal proteins; functionally complements a Pichia pastoris pex22 mutation,S000000051,D6VPG3,GO:0005737;GO:0005778;GO:0007031;GO:0016562;GO:0031398;GO:0097027;GO:1902499,BP;CC;MF,,PF12827,IPR024359
YAL056C-A,NA,YAL058C-A,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",S000002139,NA,,,,,
YAL056W,GPB2,GPB2,"Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; GPB2 has a paralog, GPB1, that arose from the whole genome duplication",S000000052,D6VPG2,GO:0001403;GO:0004862;GO:0005737;GO:0005739;GO:0005886;GO:0007124;GO:0007165;GO:0010255;GO:0030437;GO:0032794;GO:0046580,BP;CC;MF,,,IPR011043;IPR015915
YAL058W,CNE1,CNE1,"Calnexin; integral membrane ER chaperone involved in folding and quality control of glycoproteins; chaperone activity is inhibited by Mpd1p, with which Cne1p interacts; 24% identical to mammalian calnexin; Ca+ binding not yet shown in yeast",S000000054,D6VPG1,GO:0005509;GO:0005515;GO:0005783;GO:0005789;GO:0006457;GO:0030246;GO:0036503;GO:0051082,BP;CC;MF,04141;04145,PF00262,IPR001580;IPR009033;IPR013320;IPR018124
YAL059W,ECM1,ECM1,Pre-ribosomal factor involved in 60S ribosomal protein subunit export; associates with the pre-60S particle; shuttles between the nucleus and cytoplasm,S000000055,D6VPG0,GO:0000055;GO:0005634;GO:0005730;GO:0005737;GO:0030687;GO:0042254;GO:1990275,BP;CC;MF,,PF09135,IPR022784
YAL060W,BDH1,BDH1,"NAD-dependent (R,R)-butanediol dehydrogenase; catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source",S000000056,A0A7S8WHP6,GO:0000721;GO:0005737;GO:0005829;GO:0006066;GO:0008270;GO:0016491;GO:0016616;GO:0019152;GO:0034078;GO:0034079;GO:0045151;GO:0046872;GO:1902652,BP;CC;MF,00650,PF00107;PF08240,IPR002085;IPR002328;IPR011032;IPR013149;IPR013154;IPR016040
YAL061W,BDH2,BDH2,Putative medium-chain alcohol dehydrogenase with similarity to BDH1; transcription induced by constitutively active PDR1 and PDR3,S000000057,A0A7S8WHP8,GO:0000721;GO:0005634;GO:0005737;GO:0008150;GO:0008270;GO:0016491;GO:0016616;GO:0034079;GO:0046872;GO:0052587,BP;CC;MF,00650,PF00107;PF08240,IPR002085;IPR002328;IPR011032;IPR013149;IPR013154;IPR016040
YAL062W,GDH3,GDH3,"NADP(+)-dependent glutamate dehydrogenase; synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh1p; expression regulated by nitrogen and carbon sources; GDH3 has a paralog, GDH1, that arose from the whole genome duplication",S000000058,A0A0L8VWC4,GO:0004354;GO:0005634;GO:0005739;GO:0005829;GO:0006520;GO:0006537;GO:0016491;GO:0016639;GO:0097054,BP;CC;MF,00250;00330;00910;01100,PF00208;PF02812,IPR006095;IPR006096;IPR006097;IPR014362;IPR016040;IPR033524;IPR033922
YAL063C,FLO9,FLO9,Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation,S000000059,A0A088DMZ7,GO:0000128;GO:0005537;GO:0009277;GO:0016020;GO:0031589;GO:0098552,BP;CC;MF,,PF00624;PF07691;PF13928,IPR001389;IPR011658;IPR025928
YAL065C,NA,NA,Protein of unknown function; shows sequence similarity to FLO1 and other flocculins,S000001817,D6VPF1,GO:0003674;GO:0005575;GO:0008150;GO:0016020,BP;CC;MF,,,
YAL066W,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",S000000061,NA,,,,,
YAL067C,SEO1,SEO1,High affinity dipeptide transmembrane transporter; involved in the transport of the γ-Glu-met dipeptide across the plasma membrane; member of the allantoate transporter subfamily of the major facilitator superfamily; transcriptionally upregulated in cells grown on γ-Glu-met; mutation confers resistance to ethionine sulfoxide,S000000062,A7A0A0,GO:0005886;GO:0015124;GO:0015719;GO:0016020;GO:0022857;GO:0035442;GO:0042938;GO:0055085;GO:0071916;GO:0071944,BP;CC;MF,,PF07690,IPR011701;IPR020846
YAL069W,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",S000002143,NA,,,,,
YAR002C-A,ERP1,ERP1,"Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms heterotrimeric complex with Erp2p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog, ERP6, that arose from the whole genome duplication",S000002129,A0A0L8VVQ2,GO:0003674;GO:0005739;GO:0005783;GO:0005789;GO:0005793;GO:0005794;GO:0006621;GO:0006886;GO:0006888;GO:0007030;GO:0015031;GO:0016192;GO:0030134,BP;CC;MF,,PF01105,IPR009038;IPR015720
YAR002W,NUP60,NUP60,FG-nucleoporin component of the nuclear pore complex central core; direct role in nucleocytoplasmic transport and maintenance of the NPC permeability barrier; role in gene tethering at the nuclear periphery; short linear motifs connect Mlp1p and the Y-complex via Nup85p to facilitate nuclear basket docking onto the core of the NPC; Cdc5p-mediated phosphorylation leads to detachment and reattachment of the basket during meiosis; both NUP1 and NUP60 are human NUP153 homologs,S000000063,A7A0G7,GO:0000972;GO:0000973;GO:0005543;GO:0005634;GO:0005643;GO:0005829;GO:0006302;GO:0006607;GO:0006611;GO:0006913;GO:0008298;GO:0015031;GO:0016973;GO:0017056;GO:0030466;GO:0031965;GO:0031990;GO:0034398;GO:0044613;GO:0044615;GO:0051028;GO:0051276;GO:0060188,BP;CC;MF,,,
YAR003W,SWD1,SWD1,Subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member with similarity to mammalian Rbbp7,S000000064,A0A0L8VW58,GO:0000723;GO:0000781;GO:0005634;GO:0006355;GO:0031509;GO:0042800;GO:0048188,BP;CC;MF,,PF00400,IPR001680;IPR015943;IPR017986;IPR019775
YAR007C,RFA1,RFA1,"Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved ssDNA binding protein involved in DNA replication, repair, and recombination; RPA protects against inappropriate telomere recombination, and upon telomere uncapping, prevents cell proliferation by a checkpoint-independent pathway; promotes recruitment, helicase and nuclease activities of Dna2p; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia",S000000065,A7A0H0,GO:0000722;GO:0000724;GO:0000781;GO:0000794;GO:0003676;GO:0003677;GO:0003684;GO:0003690;GO:0003697;GO:0003729;GO:0005634;GO:0005662;GO:0005737;GO:0005829;GO:0006260;GO:0006265;GO:0006281;GO:0006289;GO:0006310;GO:0006312;GO:0007004;GO:0007131;GO:0008270;GO:0010833;GO:0016567;GO:0030491;GO:0043047;GO:0043565;GO:0045184;GO:0046872;GO:0051321,BP;CC;MF,03030;03420;03430;03440,PF01336;PF08646;PF16900,IPR004365;IPR004591;IPR007199;IPR012340;IPR013955;IPR031657
YAR008W,SEN34,SEN34,"Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease",S000000066,A7A0H1,GO:0000213;GO:0000214;GO:0000379;GO:0003676;GO:0005634;GO:0005739;GO:0005741;GO:0006388;GO:0008033;GO:0012505;GO:0016829,BP;CC;MF,,PF01974,IPR006676;IPR006677;IPR011856;IPR016690
YAR014C,BUD14,BUD14,"Protein phosphatase regulator; subunit of the Bud14p-Glc7p complex that localizes Glc7p to the cell cortex where it activates the dynein/dynactin complex; subunit of the KFRC complex with Kel1p and Kel2p that regulates Bnr1p (formin) to control actin cable assembly, cytokinesis, and polarized growth; involved in spindle pole body size maintenance; involved in bud-site selection; relative distribution to the nucleus increases upon DNA replication stress",S000000069,A7A0H2,GO:0000131;GO:0001100;GO:0005634;GO:0005737;GO:0005934;GO:0005935;GO:0006355;GO:0007010;GO:0008360;GO:0015630;GO:0019888;GO:0030837;GO:0030950;GO:0032465;GO:0032880;GO:0051286;GO:0051301;GO:0060627;GO:0090337;GO:1905047;GO:1990615,BP;CC;MF,,PF00018,IPR001452
